trace,C1,B,S1,C2,S2,prefetch,r,L1_AAT,L1_HR,L1_MR,L2_AAT,L2_RHR,L2_RMR,PF_issued,PF_hits,PF_misses,L1_misses,L2_rhits,L2_rmisses,WB_L1
gcc,14,5,1,17,3,plus1,0,2.917,0.967,0.033,21.494,0.846,0.154,1697,1147,238,16673,14104,2569,8375
gcc,14,5,1,17,4,plus1,0,2.934,0.967,0.033,22.017,0.850,0.150,1670,1143,175,16673,14168,2505,8375
gcc,14,5,1,17,5,plus1,0,2.957,0.967,0.033,22.710,0.851,0.149,1660,1143,101,16673,14193,2480,8375
gcc,14,5,2,16,2,plus1,0,3.232,0.974,0.026,31.421,0.697,0.303,2383,1237,1039,13238,9226,4012,7180
gcc,14,5,2,16,3,plus1,0,3.234,0.974,0.026,31.508,0.707,0.293,2259,1230,962,13238,9357,3881,7180
gcc,14,5,2,16,4,plus1,0,3.248,0.974,0.026,32.020,0.711,0.289,2170,1179,951,13238,9410,3828,7180
gcc,14,5,2,16,5,plus1,0,3.264,0.974,0.026,32.635,0.713,0.287,2188,1145,1020,13238,9444,3794,7180
gcc,14,5,2,17,2,plus1,0,3.033,0.974,0.026,23.926,0.801,0.199,1730,1147,296,13238,10604,2634,7180
gcc,14,5,2,17,3,plus1,0,3.045,0.974,0.026,24.367,0.806,0.194,1694,1146,240,13238,10670,2568,7180
gcc,14,5,2,17,4,plus1,0,3.060,0.974,0.026,24.933,0.809,0.191,1672,1145,175,13238,10713,2525,7180
gcc,14,5,2,17,5,plus1,0,3.075,0.974,0.026,25.488,0.813,0.187,1662,1143,105,13238,10758,2480,7180
gcc,14,5,3,16,3,plus1,0,3.413,0.975,0.025,32.745,0.690,0.310,2234,1229,947,12415,8562,3853,6851
gcc,14,5,3,16,4,plus1,0,3.424,0.975,0.025,33.186,0.695,0.305,2168,1184,946,12415,8624,3791,6851
gcc,14,5,3,16,5,plus1,0,3.446,0.975,0.025,34.078,0.693,0.307,2161,1151,989,12415,8608,3807,6851
gcc,14,5,3,17,3,plus1,0,3.228,0.975,0.025,25.305,0.793,0.207,1694,1145,240,12415,9845,2570,6851
gcc,14,5,3,17,4,plus1,0,3.241,0.975,0.025,25.797,0.797,0.203,1667,1144,169,12415,9898,2517,6851
gcc,14,5,3,17,5,plus1,0,3.255,0.975,0.025,26.394,0.800,0.200,1662,1144,102,12415,9933,2482,6851
gcc,14,5,4,16,4,plus1,0,3.603,0.976,0.024,33.322,0.693,0.307,2143,1174,933,12052,8349,3703,6696
gcc,14,5,4,16,5,plus1,0,3.627,0.976,0.024,34.295,0.690,0.310,2146,1133,984,12052,8320,3732,6696
gcc,14,5,4,17,4,plus1,0,3.431,0.976,0.024,26.183,0.792,0.208,1666,1142,167,12052,9544,2508,6696
gcc,14,5,4,17,5,plus1,0,3.446,0.976,0.024,26.804,0.794,0.206,1662,1144,99,12052,9574,2478,6696
gcc,14,6,0,16,0,plus1,0,3.403,0.958,0.042,33.435,0.682,0.318,3649,1446,2034,20976,14307,6669,8726
gcc,14,6,0,16,1,plus1,0,3.169,0.958,0.042,27.873,0.762,0.238,2616,874,1640,20976,15975,5001,8726
gcc,14,6,0,16,2,plus1,0,2.920,0.958,0.042,21.926,0.846,0.154,1950,722,1161,20976,17744,3232,8726
gcc,14,6,0,16,3,plus1,0,2.982,0.958,0.042,23.402,0.837,0.163,1835,662,1137,20976,17567,3409,8726
gcc,14,6,0,16,4,plus1,0,2.945,0.958,0.042,22.531,0.858,0.142,1818,620,1180,20976,18005,2971,8726
gcc,14,6,0,16,5,plus1,0,3.010,0.958,0.042,24.082,0.849,0.151,1938,595,1336,20976,17808,3168,8726
gcc,14,6,0,17,0,plus1,0,2.920,0.958,0.042,21.936,0.826,0.174,2335,1018,1071,20976,17322,3654,8726
gcc,14,6,0,17,1,plus1,0,2.742,0.958,0.042,17.679,0.889,0.111,1437,723,502,20976,18648,2328,8726
gcc,14,6,0,17,2,plus1,0,2.685,0.958,0.042,16.335,0.916,0.084,1189,648,374,20976,19210,1766,8726
gcc,14,6,0,17,3,plus1,0,2.710,0.958,0.042,16.922,0.918,0.082,1166,640,363,20976,19266,1710,8726
gcc,14,6,0,17,4,plus1,0,2.730,0.958,0.042,17.405,0.922,0.078,1120,637,338,20976,19349,1627,8726
gcc,14,6,0,17,5,plus1,0,2.766,0.958,0.042,18.251,0.922,0.078,1103,626,320,20976,19337,1639,8726
gcc,14,6,1,16,1,plus1,0,3.128,0.970,0.030,30.668,0.727,0.273,2410,866,1442,15127,10992,4135,6685
gcc,14,6,1,16,2,plus1,0,2.992,0.970,0.030,26.190,0.793,0.207,1927,720,1148,15127,11990,3137,6685
gcc,14,6,1,16,3,plus1,0,3.001,0.970,0.030,26.488,0.799,0.201,1884,697,1146,15127,12085,3042,6685
gcc,14,6,1,16,4,plus1,0,3.020,0.970,0.030,27.103,0.801,0.199,1892,631,1241,15127,12120,3007,6685
gcc,14,6,1,16,5,plus1,0,3.050,0.970,0.030,28.104,0.799,0.201,1922,605,1309,15127,12082,3045,6685
gcc,14,6,1,17,1,plus1,0,2.817,0.970,0.030,20.408,0.855,0.145,1410,726,477,15127,12932,2195,6685
gcc,14,6,1,17,2,plus1,0,2.777,0.970,0.030,19.077,0.882,0.118,1196,650,382,15127,13335,1792,6685
gcc,14,6,1,17,3,plus1,0,2.791,0.970,0.030,19.549,0.886,0.114,1167,642,357,15127,13397,1730,6685
gcc,14,6,1,17,4,plus1,0,2.803,0.970,0.030,19.931,0.891,0.109,1121,642,336,15127,13476,1651,6685
gcc,14,6,1,17,5,plus1,0,2.831,0.970,0.030,20.853,0.889,0.111,1115,626,315,15127,13453,1674,6685
gcc,14,6,2,16,2,plus1,0,3.108,0.977,0.023,30.988,0.733,0.267,1904,722,1123,11427,8372,3055,5301
gcc,14,6,2,16,3,plus1,0,3.136,0.977,0.023,32.215,0.727,0.273,1880,693,1152,11427,8311,3116,5301
gcc,14,6,2,16,4,plus1,0,3.144,0.977,0.023,32.546,0.733,0.267,1879,653,1201,11427,8378,3049,5301
gcc,14,6,2,16,5,plus1,0,3.174,0.977,0.023,33.885,0.726,0.274,1965,624,1334,11427,8301,3126,5301
gcc,14,6,2,17,2,plus1,0,2.903,0.977,0.023,22.027,0.845,0.155,1183,651,368,11427,9652,1775,5301
gcc,14,6,2,17,3,plus1,0,2.913,0.977,0.023,22.428,0.850,0.150,1159,641,353,11427,9709,1718,5301
gcc,14,6,2,17,4,plus1,0,2.922,0.977,0.023,22.822,0.855,0.145,1128,643,341,11427,9767,1660,5301
gcc,14,6,2,17,5,plus1,0,2.944,0.977,0.023,23.818,0.852,0.148,1122,633,310,11427,9739,1688,5301
gcc,14,6,3,16,3,plus1,0,3.321,0.978,0.022,32.883,0.719,0.281,1881,684,1161,10963,7882,3081,5151
gcc,14,6,3,16,4,plus1,0,3.338,0.978,0.022,33.668,0.719,0.281,1905,648,1233,10963,7884,3079,5151
gcc,14,6,3,16,5,plus1,0,3.371,0.978,0.022,35.147,0.711,0.289,2005,635,1363,10963,7791,3172,5151
gcc,14,6,3,17,3,plus1,0,3.103,0.978,0.022,22.951,0.843,0.157,1170,642,363,10963,9243,1720,5151
gcc,14,6,3,17,4,plus1,0,3.111,0.978,0.022,23.306,0.849,0.151,1134,644,342,10963,9304,1659,5151
gcc,14,6,3,17,5,plus1,0,3.134,0.978,0.022,24.354,0.846,0.154,1122,634,309,10963,9270,1693,5151
gcc,14,6,4,16,4,plus1,0,3.529,0.979,0.021,34.211,0.712,0.288,1902,646,1229,10649,7586,3063,5053
gcc,14,6,4,16,5,plus1,0,3.547,0.979,0.021,35.086,0.711,0.289,1960,622,1329,10649,7576,3073,5053
gcc,14,6,4,17,4,plus1,0,3.303,0.979,0.021,23.626,0.845,0.155,1128,641,339,10649,8995,1654,5053
gcc,14,6,4,17,5,plus1,0,3.322,0.979,0.021,24.531,0.843,0.157,1114,630,299,10649,8981,1668,5053
gcc,14,7,0,16,0,plus1,0,3.665,0.955,0.045,37.405,0.694,0.306,3811,1047,2665,22256,15439,6817,8190
gcc,14,7,0,16,1,plus1,0,3.388,0.955,0.045,31.178,0.767,0.233,2755,619,2065,22256,17068,5188,8190
gcc,14,7,0,16,2,plus1,0,3.069,0.955,0.045,24.011,0.850,0.150,1922,432,1445,22256,18915,3341,8190
gcc,14,7,0,16,3,plus1,0,3.067,0.955,0.045,23.979,0.859,0.141,1892,382,1486,22256,19108,3148,8190
gcc,14,7,0,16,4,plus1,0,3.063,0.955,0.045,23.882,0.868,0.132,1799,359,1429,22256,19316,2940,8190
gcc,14,7,0,16,5,plus1,0,3.162,0.955,0.045,26.114,0.853,0.147,2061,322,1732,22256,18984,3272,8190
gcc,14,7,0,17,0,plus1,0,3.056,0.955,0.045,23.723,0.836,0.164,2290,677,1449,22256,18611,3645,8190
gcc,14,7,0,17,1,plus1,0,2.779,0.955,0.045,17.509,0.909,0.091,1183,422,636,22256,20237,2019,8190
gcc,14,7,0,17,2,plus1,0,2.705,0.955,0.045,15.837,0.935,0.065,942,367,486,22256,20810,1446,8190
gcc,14,7,0,17,3,plus1,0,2.718,0.955,0.045,16.133,0.940,0.060,897,359,475,22256,20927,1329,8190
gcc,14,7,0,17,4,plus1,0,2.750,0.955,0.045,16.842,0.941,0.059,876,348,494,22256,20948,1308,8190
gcc,14,7,0,17,5,plus1,0,2.790,0.955,0.045,17.758,0.940,0.060,895,347,522,22256,20921,1335,8190
gcc,14,7,1,16,1,plus1,0,3.307,0.966,0.034,32.877,0.749,0.251,2455,590,1796,16842,12618,4224,6112
gcc,14,7,1,16,2,plus1,0,3.088,0.966,0.034,26.370,0.825,0.175,1826,424,1357,16842,13900,2942,6112
gcc,14,7,1,16,3,plus1,0,3.131,0.966,0.034,27.631,0.821,0.179,1887,404,1458,16842,13819,3023,6112
gcc,14,7,1,16,4,plus1,0,3.121,0.966,0.034,27.354,0.832,0.168,1850,374,1462,16842,14008,2834,6112
gcc,14,7,1,16,5,plus1,0,3.207,0.966,0.034,29.910,0.813,0.187,2090,341,1740,16842,13700,3142,6112
gcc,14,7,1,17,1,plus1,0,2.849,0.966,0.034,19.254,0.891,0.109,1142,423,594,16842,15008,1834,6112
gcc,14,7,1,17,2,plus1,0,2.806,0.966,0.034,17.996,0.913,0.087,947,363,496,16842,15369,1473,6112
gcc,14,7,1,17,3,plus1,0,2.809,0.966,0.034,18.089,0.920,0.080,906,363,482,16842,15493,1349,6112
gcc,14,7,1,17,4,plus1,0,2.836,0.966,0.034,18.867,0.920,0.080,881,352,494,16842,15497,1345,6112
gcc,14,7,1,17,5,plus1,0,2.866,0.966,0.034,19.781,0.919,0.081,901,349,517,16842,15477,1365,6112
gcc,14,7,2,16,2,plus1,0,3.209,0.974,0.026,31.677,0.770,0.230,1843,409,1391,12767,9831,2936,4787
gcc,14,7,2,16,3,plus1,0,3.239,0.974,0.026,32.853,0.766,0.234,1868,386,1455,12767,9781,2986,4787
gcc,14,7,2,16,4,plus1,0,3.256,0.974,0.026,33.510,0.768,0.232,1890,384,1491,12767,9800,2967,4787
gcc,14,7,2,16,5,plus1,0,3.346,0.974,0.026,37.062,0.739,0.261,2155,362,1786,12767,9434,3333,4787
gcc,14,7,2,17,2,plus1,0,2.926,0.974,0.026,20.601,0.885,0.115,955,363,503,12767,11304,1463,4787
gcc,14,7,2,17,3,plus1,0,2.923,0.974,0.026,20.476,0.895,0.105,891,357,473,12767,11427,1340,4787
gcc,14,7,2,17,4,plus1,0,2.945,0.974,0.026,21.336,0.894,0.106,885,354,498,12767,11419,1348,4787
gcc,14,7,2,17,5,plus1,0,2.973,0.974,0.026,22.437,0.891,0.109,915,357,525,12767,11379,1388,4787
gcc,14,7,3,16,3,plus1,0,3.434,0.976,0.024,34.792,0.746,0.254,1865,394,1448,11988,8942,3046,4604
gcc,14,7,3,16,4,plus1,0,3.439,0.976,0.024,34.992,0.752,0.248,1962,388,1561,11988,9017,2971,4604
gcc,14,7,3,16,5,plus1,0,3.554,0.976,0.024,39.804,0.710,0.290,2213,366,1840,11988,8516,3472,4604
gcc,14,7,3,17,3,plus1,0,3.099,0.976,0.024,20.818,0.891,0.109,879,362,456,11988,10687,1301,4604
gcc,14,7,3,17,4,plus1,0,3.120,0.976,0.024,21.707,0.891,0.109,870,355,480,11988,10676,1312,4604
gcc,14,7,3,17,5,plus1,0,3.158,0.976,0.024,23.259,0.883,0.117,937,361,544,11988,10582,1406,4604
gcc,14,7,4,16,4,plus1,0,3.625,0.977,0.023,35.677,0.745,0.255,1935,383,1537,11562,8614,2948,4461
gcc,14,7,4,16,5,plus1,0,3.723,0.977,0.023,39.931,0.709,0.291,2199,358,1835,11562,8198,3364,4461
gcc,14,7,4,17,4,plus1,0,3.316,0.977,0.023,22.309,0.884,0.116,875,352,488,11562,10224,1338,4461
gcc,14,7,4,17,5,plus1,0,3.344,0.977,0.023,23.508,0.880,0.120,923,367,524,11562,10176,1386,4461
gcc,15,5,0,16,0,plus1,0,3.341,0.970,0.030,44.540,0.492,0.508,3788,2128,1367,15054,7414,7640,6947
gcc,15,5,0,16,1,plus1,0,3.354,0.970,0.030,44.987,0.497,0.503,3182,1406,1566,15054,7488,7566,6947
gcc,15,5,0,16,2,plus1,0,2.887,0.970,0.030,29.458,0.724,0.276,2258,1222,903,15054,10902,4152,6947
gcc,15,5,0,16,3,plus1,0,2.822,0.970,0.030,27.293,0.765,0.235,2043,1159,812,15054,11522,3532,6947
gcc,15,5,0,16,4,plus1,0,2.823,0.970,0.030,27.347,0.776,0.224,2020,1126,847,15054,11678,3376,6947
gcc,15,5,0,16,5,plus1,0,2.844,0.970,0.030,28.041,0.777,0.223,2008,1095,875,15054,11700,3354,6947
gcc,15,5,0,17,0,plus1,0,2.885,0.970,0.030,29.389,0.703,0.297,2634,1567,705,15054,10582,4472,6947
gcc,15,5,0,17,1,plus1,0,2.768,0.970,0.030,25.506,0.768,0.232,2025,1242,463,15054,11561,3493,6947
gcc,15,5,0,17,2,plus1,0,2.672,0.970,0.030,22.313,0.823,0.177,1736,1151,267,15054,12396,2658,6947
gcc,15,5,0,17,3,plus1,0,2.683,0.970,0.030,22.692,0.829,0.171,1691,1149,193,15054,12484,2570,6947
gcc,15,5,0,17,4,plus1,0,2.695,0.970,0.030,23.095,0.835,0.165,1663,1145,102,15054,12567,2487,6947
gcc,15,5,0,17,5,plus1,0,2.716,0.970,0.030,23.790,0.836,0.164,1660,1143,61,15054,12589,2465,6947
gcc,15,5,1,16,1,plus1,0,3.024,0.982,0.018,45.476,0.491,0.509,2548,1307,1066,9056,4443,4613,4444
gcc,15,5,1,16,2,plus1,0,2.971,0.982,0.018,42.579,0.542,0.458,2303,1206,951,9056,4908,4148,4444
gcc,15,5,1,16,3,plus1,0,2.888,0.982,0.018,37.996,0.617,0.383,2047,1156,808,9056,5585,3471,4444
gcc,15,5,1,16,4,plus1,0,2.884,0.982,0.018,37.787,0.631,0.369,1995,1118,814,9056,5712,3344,4444
gcc,15,5,1,16,5,plus1,0,2.886,0.982,0.018,37.895,0.640,0.360,1995,1094,848,9056,5799,3257,4444
gcc,15,5,1,17,1,plus1,0,2.803,0.982,0.018,33.280,0.660,0.340,1898,1211,378,9056,5977,3079,4444
gcc,15,5,1,17,2,plus1,0,2.757,0.982,0.018,30.764,0.706,0.294,1739,1150,284,9056,6394,2662,4444
gcc,15,5,1,17,3,plus1,0,2.759,0.982,0.018,30.857,0.716,0.284,1690,1150,202,9056,6483,2573,4444
gcc,15,5,1,17,4,plus1,0,2.761,0.982,0.018,30.997,0.725,0.275,1660,1143,103,9056,6566,2490,4444
gcc,15,5,1,17,5,plus1,0,2.774,0.982,0.018,31.670,0.727,0.273,1663,1143,78,9056,6582,2474,4444
gcc,15,5,2,16,2,plus1,0,3.082,0.985,0.015,45.716,0.498,0.502,2201,1189,880,7458,3717,3741,3791
gcc,15,5,2,16,3,plus1,0,3.059,0.985,0.015,44.189,0.531,0.469,2045,1156,780,7458,3958,3500,3791
gcc,15,5,2,16,4,plus1,0,3.046,0.985,0.015,43.300,0.554,0.446,1975,1108,786,7458,4133,3325,3791
gcc,15,5,2,16,5,plus1,0,3.050,0.985,0.015,43.578,0.561,0.439,1976,1083,820,7458,4187,3271,3791
gcc,15,5,2,17,2,plus1,0,2.926,0.985,0.015,35.260,0.644,0.356,1738,1147,288,7458,4800,2658,3791
gcc,15,5,2,17,3,plus1,0,2.926,0.985,0.015,35.250,0.655,0.345,1692,1151,187,7458,4884,2574,3791
gcc,15,5,2,17,4,plus1,0,2.926,0.985,0.015,35.297,0.665,0.335,1662,1145,102,7458,4962,2496,3791
gcc,15,5,2,17,5,plus1,0,2.934,0.985,0.015,35.817,0.669,0.331,1662,1143,69,7458,4991,2467,3791
gcc,15,5,3,16,3,plus1,0,3.222,0.986,0.014,45.268,0.516,0.484,1986,1150,743,6872,3544,3328,3636
gcc,15,5,3,16,4,plus1,0,3.225,0.986,0.014,45.503,0.524,0.476,1965,1107,775,6872,3598,3274,3636
gcc,15,5,3,16,5,plus1,0,3.227,0.986,0.014,45.632,0.533,0.467,1955,1081,791,6872,3662,3210,3636
gcc,15,5,3,17,3,plus1,0,3.112,0.986,0.014,37.264,0.627,0.373,1689,1150,190,6872,4308,2564,3636
gcc,15,5,3,17,4,plus1,0,3.114,0.986,0.014,37.372,0.636,0.364,1661,1143,99,6872,4374,2498,3636
gcc,15,5,3,17,5,plus1,0,3.120,0.986,0.014,37.858,0.641,0.359,1661,1143,71,6872,4404,2468,3636
gcc,15,5,4,16,4,plus1,0,3.420,0.987,0.013,46.070,0.516,0.484,1954,1109,768,6725,3468,3257,3610
gcc,15,5,4,16,5,plus1,0,3.421,0.987,0.013,46.142,0.526,0.474,1946,1084,783,6725,3536,3189,3610
gcc,15,5,4,17,4,plus1,0,3.310,0.987,0.013,37.923,0.629,0.371,1663,1143,98,6725,4229,2496,3610
gcc,15,5,4,17,5,plus1,0,3.317,0.987,0.013,38.402,0.633,0.367,1660,1143,66,6725,4259,2466,3610
gcc,15,6,0,16,0,plus1,0,3.249,0.973,0.027,46.189,0.523,0.477,3366,1418,1770,13518,7065,6453,5535
gcc,15,6,0,16,1,plus1,0,3.289,0.973,0.027,47.664,0.514,0.486,2920,910,1877,13518,6951,6567,5535
gcc,15,6,0,16,2,plus1,0,2.808,0.973,0.027,29.887,0.746,0.254,1832,701,1054,13518,10090,3428,5535
gcc,15,6,0,16,3,plus1,0,2.759,0.973,0.027,28.077,0.779,0.221,1654,649,965,13518,10531,2987,5535
gcc,15,6,0,16,4,plus1,0,2.730,0.973,0.027,27.019,0.802,0.198,1655,599,1036,13518,10845,2673,5535
gcc,15,6,0,16,5,plus1,0,2.777,0.973,0.027,28.730,0.791,0.209,1689,563,1117,13518,10691,2827,5535
gcc,15,6,0,17,0,plus1,0,2.789,0.973,0.027,29.169,0.735,0.265,2208,1002,956,13518,9941,3577,5535
gcc,15,6,0,17,1,plus1,0,2.654,0.973,0.027,24.181,0.808,0.192,1506,726,555,13518,10919,2599,5535
gcc,15,6,0,17,2,plus1,0,2.549,0.973,0.027,20.312,0.866,0.134,1197,658,353,13518,11708,1810,5535
gcc,15,6,0,17,3,plus1,0,2.556,0.973,0.027,20.573,0.873,0.127,1162,648,319,13518,11799,1719,5535
gcc,15,6,0,17,4,plus1,0,2.562,0.973,0.027,20.805,0.880,0.120,1109,641,248,13518,11895,1623,5535
gcc,15,6,0,17,5,plus1,0,2.580,0.973,0.027,21.451,0.882,0.118,1099,625,233,13518,11921,1597,5535
gcc,15,6,1,16,1,plus1,0,2.953,0.985,0.015,50.148,0.483,0.517,2177,788,1276,7509,3628,3881,3366
gcc,15,6,1,16,2,plus1,0,2.871,0.985,0.015,44.705,0.561,0.439,1877,694,1102,7509,4214,3295,3366
gcc,15,6,1,16,3,plus1,0,2.793,0.985,0.015,39.496,0.636,0.364,1640,624,973,7509,4778,2731,3366
gcc,15,6,1,16,4,plus1,0,2.791,0.985,0.015,39.369,0.648,0.352,1622,578,1019,7509,4865,2644,3366
gcc,15,6,1,16,5,plus1,0,2.804,0.985,0.015,40.233,0.647,0.353,1693,557,1117,7509,4859,2650,3366
gcc,15,6,1,17,1,plus1,0,2.684,0.985,0.015,32.249,0.707,0.293,1360,706,434,7509,5308,2201,3366
gcc,15,6,1,17,2,plus1,0,2.638,0.985,0.015,29.161,0.755,0.245,1215,652,376,7509,5673,1836,3366
gcc,15,6,1,17,3,plus1,0,2.635,0.985,0.015,28.938,0.768,0.232,1175,645,341,7509,5769,1740,3366
gcc,15,6,1,17,4,plus1,0,2.630,0.985,0.015,28.662,0.782,0.218,1123,638,276,7509,5870,1639,3366
gcc,15,6,1,17,5,plus1,0,2.638,0.985,0.015,29.142,0.786,0.214,1091,619,220,7509,5900,1609,3366
gcc,15,6,2,16,2,plus1,0,2.985,0.988,0.012,47.708,0.524,0.476,1764,666,1030,6130,3210,2920,2776
gcc,15,6,2,16,3,plus1,0,2.970,0.988,0.012,46.511,0.549,0.451,1671,631,980,6130,3363,2767,2776
gcc,15,6,2,16,4,plus1,0,2.949,0.988,0.012,44.779,0.580,0.420,1614,567,1009,6130,3557,2573,2776
gcc,15,6,2,16,5,plus1,0,2.957,0.988,0.012,45.449,0.582,0.418,1627,553,1045,6130,3567,2563,2776
gcc,15,6,2,17,2,plus1,0,2.812,0.988,0.012,33.587,0.700,0.300,1218,650,388,6130,4292,1838,2776
gcc,15,6,2,17,3,plus1,0,2.804,0.988,0.012,32.964,0.718,0.282,1154,645,319,6130,4401,1729,2776
gcc,15,6,2,17,4,plus1,0,2.801,0.988,0.012,32.681,0.731,0.269,1120,641,263,6130,4484,1646,2776
gcc,15,6,2,17,5,plus1,0,2.806,0.988,0.012,33.077,0.737,0.263,1091,617,220,6130,4515,1615,2776
gcc,15,6,3,16,3,plus1,0,3.127,0.989,0.011,48.851,0.519,0.481,1659,624,994,5397,2803,2594,2574
gcc,15,6,3,16,4,plus1,0,3.125,0.989,0.011,48.628,0.532,0.468,1617,573,1012,5397,2872,2525,2574
gcc,15,6,3,16,5,plus1,0,3.124,0.989,0.011,48.583,0.543,0.457,1612,555,1023,5397,2929,2468,2574
gcc,15,6,3,17,3,plus1,0,2.987,0.989,0.011,35.881,0.681,0.319,1161,646,326,5397,3678,1719,2574
gcc,15,6,3,17,4,plus1,0,2.982,0.989,0.011,35.436,0.697,0.303,1115,641,257,5397,3762,1635,2574
gcc,15,6,3,17,5,plus1,0,2.988,0.989,0.011,35.910,0.701,0.299,1099,616,226,5397,3784,1613,2574
gcc,15,6,4,16,4,plus1,0,3.309,0.990,0.010,49.421,0.522,0.478,1581,576,978,5149,2689,2460,2482
gcc,15,6,4,16,5,plus1,0,3.315,0.990,0.010,50.003,0.525,0.475,1584,559,988,5149,2703,2446,2482
gcc,15,6,4,17,4,plus1,0,3.175,0.990,0.010,36.370,0.685,0.315,1112,640,253,5149,3529,1620,2482
gcc,15,6,4,17,5,plus1,0,3.179,0.990,0.010,36.828,0.690,0.310,1094,618,218,5149,3551,1598,2482
gcc,15,7,0,16,0,plus1,0,3.485,0.973,0.027,54.499,0.516,0.484,3425,1004,2308,13620,7023,6597,4918
gcc,15,7,0,16,1,plus1,0,3.642,0.973,0.027,60.282,0.464,0.536,3217,656,2473,13620,6316,7304,4918
gcc,15,7,0,16,2,plus1,0,2.953,0.973,0.027,34.989,0.736,0.264,1823,396,1379,13620,10018,3602,4918
gcc,15,7,0,16,3,plus1,0,2.844,0.973,0.027,30.989,0.786,0.214,1545,355,1165,13620,10699,2921,4918
gcc,15,7,0,16,4,plus1,0,2.803,0.973,0.027,29.477,0.810,0.190,1609,326,1271,13620,11027,2593,4918
gcc,15,7,0,16,5,plus1,0,2.886,0.973,0.027,32.511,0.786,0.214,1769,295,1467,13620,10710,2910,4918
gcc,15,7,0,17,0,plus1,0,2.904,0.973,0.027,33.177,0.738,0.262,2101,648,1280,13620,10048,3572,4918
gcc,15,7,0,17,1,plus1,0,2.674,0.973,0.027,24.758,0.834,0.166,1237,428,678,13620,11356,2264,4918
gcc,15,7,0,17,2,plus1,0,2.542,0.973,0.027,19.898,0.893,0.107,938,371,461,13620,12159,1461,4918
gcc,15,7,0,17,3,plus1,0,2.545,0.973,0.027,20.000,0.900,0.100,886,368,434,13620,12258,1362,4918
gcc,15,7,0,17,4,plus1,0,2.548,0.973,0.027,20.123,0.907,0.093,844,358,420,13620,12354,1266,4918
gcc,15,7,0,17,5,plus1,0,2.568,0.973,0.027,20.867,0.908,0.092,855,348,443,13620,12362,1258,4918
gcc,15,7,1,16,1,plus1,0,3.103,0.984,0.016,57.802,0.490,0.510,2283,524,1686,7807,3822,3985,2913
gcc,15,7,1,16,2,plus1,0,3.013,0.984,0.016,52.073,0.558,0.442,1942,410,1475,7807,4353,3454,2913
gcc,15,7,1,16,3,plus1,0,2.909,0.984,0.016,45.421,0.635,0.365,1717,355,1334,7807,4959,2848,2913
gcc,15,7,1,16,4,plus1,0,2.874,0.984,0.016,43.134,0.667,0.333,1592,320,1263,7807,5210,2597,2913
